,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,Season#,Season,Month,region
13,10/1/2017,2.09,60186.09,1616.73,15507.7,1134.3,41901.3,32057.02,9844.28,0,organic,2017,3,Fall,10,Plains
13,10/1/2017,1.75,107773.96,31572.3,2854.98,0,73346.68,72854.87,491.81,0,organic,2017,3,Fall,10,SouthCentral
13,10/1/2017,2.29,83783.04,2020.76,18485.31,135.54,63141.43,52500.31,10641.12,0,organic,2017,3,Fall,10,Southeast
13,10/1/2017,2.45,122625.26,16845.73,24294.75,25.18,81459.6,44948.19,36434.83,76.58,organic,2017,3,Fall,10,West
12,10/8/2017,1.98,2063573.51,419515.35,658131.8,166808.35,819118.01,531466.43,263131.15,24520.43,conventional,2017,3,Fall,10,GreatLakes
12,10/8/2017,1.72,2133166.39,515353.83,852450.97,19640.32,745721.27,630328.89,115357.54,34.84,conventional,2017,3,Fall,10,Midsouth
12,10/8/2017,1.63,3065336.1,291046.85,1864722.88,6148.69,903417.68,736995.23,166422.45,0,conventional,2017,3,Fall,10,Northeast
12,10/8/2017,1.61,267322.07,13747.51,203354.1,1304.64,48915.82,14987.09,33928.73,0,conventional,2017,3,Fall,10,NorthernNewEngland
12,10/8/2017,1.81,1248620.9,579778.92,278087.93,5387.88,385366.17,285269.57,100043.45,53.15,conventional,2017,3,Fall,10,Plains
12,10/8/2017,1.32,4735152.21,2484149.44,842457.24,6332.78,1402212.75,1011503.13,390140.39,569.23,conventional,2017,3,Fall,10,SouthCentral
12,10/8/2017,1.72,3072184.68,1834789.3,292733.11,2599.67,942062.6,621238.23,320687.97,136.4,conventional,2017,3,Fall,10,Southeast
12,10/8/2017,1.62,3927688.07,1409409.51,991395.23,46534.94,1480348.39,880091.4,595424.37,4832.62,conventional,2017,3,Fall,10,West
12,10/8/2017,1.7,191866.1,3603.46,56237.45,1.62,131818.51,124355.02,7463.49,0,organic,2017,3,Fall,10,GreatLakes
12,10/8/2017,1.87,176218.89,4376.74,35185.02,566.08,136087.82,131997.28,4090.54,0,organic,2017,3,Fall,10,Midsouth
12,10/8/2017,1.64,275572,11078.6,25362.38,131.65,238999.37,238752.11,247.26,0,organic,2017,3,Fall,10,Northeast
12,10/8/2017,1.52,21089.7,10.89,194.84,0,20883.97,20879.53,4.44,0,organic,2017,3,Fall,10,NorthernNewEngland
12,10/8/2017,2.02,60256.56,1701.98,14818.4,366.66,43369.52,34313.95,9055.57,0,organic,2017,3,Fall,10,Plains
12,10/8/2017,1.75,106062.64,27054.58,3391.43,0,75616.63,75373.41,243.22,0,organic,2017,3,Fall,10,SouthCentral
12,10/8/2017,2.13,76471.6,1400.23,16197.16,96.54,58777.67,56973.78,1803.89,0,organic,2017,3,Fall,10,Southeast
12,10/8/2017,2.37,153186.84,25306.59,26921.31,62.43,100896.51,65388.81,35461.95,45.75,organic,2017,3,Fall,10,West
11,10/15/2017,1.86,2221613.58,446922.8,801194.66,160272.53,813223.59,525270.57,272860.81,15092.21,conventional,2017,3,Fall,10,GreatLakes
11,10/15/2017,1.63,2395914.69,529662.41,1066264.19,21955.24,778032.85,654675.29,123337.18,20.38,conventional,2017,3,Fall,10,Midsouth
11,10/15/2017,1.62,3251117.56,302669.36,2116241.41,6202.08,826004.71,703791.09,122213.62,0,conventional,2017,3,Fall,10,Northeast
11,10/15/2017,1.58,298364.19,12295.38,244434.33,1566.21,40068.27,17241.1,22827.17,0,conventional,2017,3,Fall,10,NorthernNewEngland
11,10/15/2017,1.77,1232522.78,566004.4,324285.18,4322.76,337910.44,260794.05,77059.87,56.52,conventional,2017,3,Fall,10,Plains
11,10/15/2017,1.3,4553170.77,2390226.58,797892.99,8836.79,1356214.41,976323.02,379688.5,202.89,conventional,2017,3,Fall,10,SouthCentral
11,10/15/2017,1.71,2896732.11,1662424.55,323402.58,3543.74,907361.24,595753.34,311512.94,94.96,conventional,2017,3,Fall,10,Southeast
11,10/15/2017,1.43,4413876.67,1523418.35,1405450.5,49958.58,1435049.24,848946.77,584104.47,1998,conventional,2017,3,Fall,10,West
11,10/15/2017,1.68,197529.4,3318.61,54525.35,0,139481.99,126855.79,12626.2,0,organic,2017,3,Fall,10,GreatLakes
11,10/15/2017,1.84,174355,2928.11,35554.07,556.45,135316.37,127686.14,7630.23,0,organic,2017,3,Fall,10,Midsouth
11,10/15/2017,1.7,269123.79,12497.35,23859.81,117.29,232649.34,232373.13,276.21,0,organic,2017,3,Fall,10,Northeast
11,10/15/2017,1.64,23800.97,0,202.17,0,23598.8,23598.8,0,0,organic,2017,3,Fall,10,NorthernNewEngland
11,10/15/2017,2.07,53711.04,1119.87,14609.29,414.22,37562.6,26290.94,11271.66,0,organic,2017,3,Fall,10,Plains
11,10/15/2017,1.74,115437.92,24823.67,3241.9,0,87372.35,85526.15,1846.2,0,organic,2017,3,Fall,10,SouthCentral
11,10/15/2017,1.99,72393.25,1416.56,16951.37,118.81,53906.51,49798.36,4108.15,0,organic,2017,3,Fall,10,Southeast
11,10/15/2017,2.08,174251.28,31939.47,25749.52,162.84,116399.45,77304.07,39087.96,7.42,organic,2017,3,Fall,10,West
10,10/22/2017,1.75,2247856.71,444286.92,806545.92,170360.42,826663.45,555284.7,257991.63,13387.12,conventional,2017,3,Fall,10,GreatLakes
10,10/22/2017,1.56,2380544.44,537789.18,1026119.76,20115.07,796520.43,698822.91,97558.95,138.57,conventional,2017,3,Fall,10,Midsouth
10,10/22/2017,1.51,3380058.07,289343.32,2157327.99,6149.33,927237.43,838555.26,88678.73,3.44,conventional,2017,3,Fall,10,Northeast
10,10/22/2017,1.52,300976.46,12997.21,237665.93,1461.46,48851.86,25885.06,22966.8,0,conventional,2017,3,Fall,10,NorthernNewEngland
10,10/22/2017,1.48,1455487.08,650121.75,388491.92,4068.81,412804.6,343995.88,68736.06,72.66,conventional,2017,3,Fall,10,Plains
10,10/22/2017,1.15,4919102.69,2541201.97,796819.87,11499.33,1569581.52,1211443.25,357979.25,159.02,conventional,2017,3,Fall,10,SouthCentral
10,10/22/2017,1.54,3133906.68,1888095.12,344382.02,8075.73,893353.81,544946.37,348391.24,16.2,conventional,2017,3,Fall,10,Southeast
10,10/22/2017,1.31,4769138.17,1651832.17,1462327.27,65438.43,1589540.3,1024799.25,563721.25,1019.8,conventional,2017,3,Fall,10,West
10,10/22/2017,1.68,190579.53,3616.94,45789.71,0,140986.71,121946.19,19040.52,0,organic,2017,3,Fall,10,GreatLakes
10,10/22/2017,1.8,168429.18,2401.85,39858.54,607.05,125561.74,115932.33,9629.41,0,organic,2017,3,Fall,10,Midsouth
10,10/22/2017,1.68,264208.2,10671.96,29448.03,99.41,223988.8,223697.53,291.27,0,organic,2017,3,Fall,10,Northeast
10,10/22/2017,1.7,22671.89,0,308.14,0,22363.75,22363.75,0,0,organic,2017,3,Fall,10,NorthernNewEngland
10,10/22/2017,1.96,56614.23,1352.09,14045.55,375.42,40841.17,26362.82,14478.35,0,organic,2017,3,Fall,10,Plains
10,10/22/2017,1.73,109427.04,18976.94,2868.24,0,87581.86,85795.3,1786.56,0,organic,2017,3,Fall,10,SouthCentral
10,10/22/2017,1.91,90426.45,1696.37,17846.02,107.66,70776.4,57692.92,13083.48,0,organic,2017,3,Fall,10,Southeast
10,10/22/2017,2,168954.65,23092.88,31148.28,120.28,114593.21,79759.6,34775.7,57.91,organic,2017,3,Fall,10,West
9,10/29/2017,1.52,2739607.48,570308.79,901889.6,159959.25,1107449.84,775312.24,319204.76,12932.84,conventional,2017,3,Fall,10,GreatLakes
9,10/29/2017,1.41,2661899.8,639486.72,1075382.15,19076.52,927954.41,774152.75,153145.22,656.44,conventional,2017,3,Fall,10,Midsouth
9,10/29/2017,1.52,3430235.17,251453.16,2238785.24,6303.94,933692.83,768631.44,165040.73,20.66,conventional,2017,3,Fall,10,Northeast
9,10/29/2017,1.5,304167.22,10155.17,237554.72,1307.67,55149.66,32792.8,22356.86,0,conventional,2017,3,Fall,10,NorthernNewEngland
9,10/29/2017,1.38,1536445.96,679340.39,436908.61,3387.14,416809.82,339758.82,77029.46,21.54,conventional,2017,3,Fall,10,Plains
9,10/29/2017,1.1,5167419.42,2567803.45,938018.17,12452.51,1649145.29,1013799.29,634225.69,1120.31,conventional,2017,3,Fall,10,SouthCentral
9,10/29/2017,1.23,3856643.75,2294505.56,395328.65,9660.73,1157148.81,722262.44,425157.58,9728.79,conventional,2017,3,Fall,10,Southeast
9,10/29/2017,1.23,5130982.78,1612273.73,1432411.64,88098.88,1998198.53,1043034.52,950954.44,4209.57,conventional,2017,3,Fall,10,West
9,10/29/2017,1.7,176815.66,3060.61,48813.2,0,124638.82,107070.18,17568.64,0,organic,2017,3,Fall,10,GreatLakes
9,10/29/2017,1.8,156848.8,2448.54,34603.78,619.38,119177.1,110757.39,8419.71,0,organic,2017,3,Fall,10,Midsouth
9,10/29/2017,1.76,264941.06,10127.06,29797.6,100.29,224916.11,218668.73,6247.38,0,organic,2017,3,Fall,10,Northeast
9,10/29/2017,1.57,39048.27,1.67,177.53,0,38869.07,32627.56,6241.51,0,organic,2017,3,Fall,10,NorthernNewEngland
9,10/29/2017,1.88,49301.56,995.63,11209.3,273.81,36822.82,25519.81,11303.01,0,organic,2017,3,Fall,10,Plains
9,10/29/2017,1.73,105902.71,20556.39,2692.5,0,82653.82,80872.33,1781.49,0,organic,2017,3,Fall,10,SouthCentral
9,10/29/2017,1.84,92281.1,1300.49,15386.24,96.43,75497.94,58528.26,16969.68,0,organic,2017,3,Fall,10,Southeast
9,10/29/2017,2.16,148010.22,20936.88,28269.2,60.13,98744.01,64497.41,34166.43,80.17,organic,2017,3,Fall,10,West
8,11/5/2017,1.26,3225071.95,696600.38,1043530.21,144063.19,1340878.17,823843.88,510854.52,6179.77,conventional,2017,3,Fall,11,GreatLakes
8,11/5/2017,1.28,2880937.37,797195.7,1081492.86,20209.95,982038.86,821114.39,159168.35,1756.12,conventional,2017,3,Fall,11,Midsouth
8,11/5/2017,1.45,3492828.1,228843.35,1955086.76,5588.32,1303309.67,1078991.73,224223.95,93.99,conventional,2017,3,Fall,11,Northeast
8,11/5/2017,1.51,288593.62,9954.77,229668.21,1209.71,47760.93,18323.67,29437.26,0,conventional,2017,3,Fall,11,NorthernNewEngland
8,11/5/2017,1.48,1380036.54,583677.03,410381.7,4216.04,381761.77,292776.18,88977.53,8.06,conventional,2017,3,Fall,11,Plains
8,11/5/2017,0.99,5798077.88,2770715.69,1154114.11,24089.18,1849158.9,1127480.34,716953.08,4725.48,conventional,2017,3,Fall,11,SouthCentral
8,11/5/2017,1.34,3194059.94,1801086.94,298601.36,10159.03,1084212.61,767422.68,305652.13,11137.8,conventional,2017,3,Fall,11,Southeast
8,11/5/2017,1.06,6417143.95,2015381.78,1607251.56,83591.62,2710918.99,1453245.43,1249145.77,8527.79,conventional,2017,3,Fall,11,West
8,11/5/2017,1.69,169816.92,3261.8,53829.19,0,112234.63,98907.59,13327.04,0,organic,2017,3,Fall,11,GreatLakes
8,11/5/2017,1.85,137573.44,3560.76,36025.34,677.79,97301.09,91436.08,5865.01,0,organic,2017,3,Fall,11,Midsouth
8,11/5/2017,1.82,239371.8,10655.06,27191.48,115.51,201409.75,193133.43,8276.32,0,organic,2017,3,Fall,11,Northeast
8,11/5/2017,1.84,24687.17,0,148.57,0,24538.6,20317.99,4220.61,0,organic,2017,3,Fall,11,NorthernNewEngland
8,11/5/2017,1.89,48099.91,1006.07,13421.84,70.09,33601.91,23095.17,10506.74,0,organic,2017,3,Fall,11,Plains
8,11/5/2017,1.69,99714.13,20163.6,2648.96,0,76901.57,74677.27,2224.3,0,organic,2017,3,Fall,11,SouthCentral
8,11/5/2017,1.8,89263.65,1631.92,17868.58,138.66,69624.49,57092.21,12532.28,0,organic,2017,3,Fall,11,Southeast
8,11/5/2017,2.13,138955.1,19917.54,26607.93,57.58,92372.05,59737.21,32599.13,35.71,organic,2017,3,Fall,11,West
7,11/12/2017,1.19,3284210,699961,1049661,151409,1383179,791377,585936,5866,conventional,2017,3,Fall,11,GreatLakes
7,11/12/2017,1.33,2631186,670773,1022489,18762,919162,735347,181873,1942,conventional,2017,3,Fall,11,Midsouth
7,11/12/2017,1.35,3925104,234190,2638119,13068,1039727,869351,170377,0,conventional,2017,3,Fall,11,Northeast
7,11/12/2017,1.01,681570,19108,588116,3876,70471,15795,54675,0,conventional,2017,3,Fall,11,NorthernNewEngland
7,11/12/2017,1.26,1625590,765204,344953,3663,511771,398551,113198,22,conventional,2017,3,Fall,11,Plains
7,11/12/2017,0.95,5627547,2730492,1207080,27925,1662050,1146657,514869,525,conventional,2017,3,Fall,11,SouthCentral
7,11/12/2017,1.28,3422495,1947873,312578,12862,1149182,818630,314965,15586,conventional,2017,3,Fall,11,Southeast
7,11/12/2017,1.01,6182298,2154560,1537208,80539,2409991,1269325,1132967,7699,conventional,2017,3,Fall,11,West
7,11/12/2017,1.64,159071.48,3624.05,45966.15,0,109173.25,96907,12266.25,0,organic,2017,3,Fall,11,GreatLakes
7,11/12/2017,1.82,131020.52,2436.31,32888.12,627.22,95065.94,89571.58,5494.36,0,organic,2017,3,Fall,11,Midsouth
7,11/12/2017,1.81,231677.48,11004.36,27532.26,161.34,192979.52,176295.77,16683.75,0,organic,2017,3,Fall,11,Northeast
7,11/12/2017,1.8,19234.13,5.12,317.19,0,18911.82,18525.27,386.55,0,organic,2017,3,Fall,11,NorthernNewEngland
7,11/12/2017,1.89,51340.54,937.33,18192,169.54,32041.67,19440.3,12601.37,0,organic,2017,3,Fall,11,Plains
7,11/12/2017,1.67,117223.76,24716.13,3479.9,0,89027.73,88069.33,958.4,0,organic,2017,3,Fall,11,SouthCentral
7,11/12/2017,1.73,81645.24,1041.38,16284.96,53.27,64265.63,59724.74,4540.89,0,organic,2017,3,Fall,11,Southeast
7,11/12/2017,1.95,150594.48,20429.3,29316.64,61.67,100786.87,64189.33,36581.15,16.39,organic,2017,3,Fall,11,West
6,11/19/2017,1.23,2983690,581511,991256,155562,1255362,810002,438664,6697,conventional,2017,3,Fall,11,GreatLakes
6,11/19/2017,1.3,2462798,567752,938850,16827,939370,751485,186157,1727,conventional,2017,3,Fall,11,Midsouth
6,11/19/2017,1.37,3680754,192312,2061116,7247,1420079,967838,452228,14,conventional,2017,3,Fall,11,Northeast
6,11/19/2017,1.36,311603,8451,230533,1285,71335,16744,54591,0,conventional,2017,3,Fall,11,NorthernNewEngland
6,11/19/2017,1.12,1729745,963556,315619,4554,446016,341806,104210,0,conventional,2017,3,Fall,11,Plains
6,11/19/2017,0.97,4864335,2719309,742890,17529,1384607,973474,409491,1642,conventional,2017,3,Fall,11,SouthCentral
6,11/19/2017,1.2,3446284,1997537,326446,12078,1110222,674139,423999,12084,conventional,2017,3,Fall,11,Southeast
6,11/19/2017,1.04,5303858,2271643,1110188,95334,1826693,815150,997264,14280,conventional,2017,3,Fall,11,West
6,11/19/2017,1.53,133203.19,3394.42,39866.7,0,89472.15,82838.51,6633.64,0,organic,2017,3,Fall,11,GreatLakes
6,11/19/2017,1.82,108987.74,2266.66,33847.74,487.56,72385.78,70589.95,1795.83,0,organic,2017,3,Fall,11,Midsouth
6,11/19/2017,1.84,204565.99,10459.16,25861.92,114.95,168129.96,157175.48,10954.48,0,organic,2017,3,Fall,11,Northeast
6,11/19/2017,1.78,21545.16,0,203.01,0,21342.15,21284.8,57.35,0,organic,2017,3,Fall,11,NorthernNewEngland
6,11/19/2017,1.8,48924.81,2835.23,14769.82,48.37,31260.69,19421.6,11839.09,0,organic,2017,3,Fall,11,Plains
6,11/19/2017,1.54,115865.76,22430.41,3239.93,0,90195.42,89527,668.42,0,organic,2017,3,Fall,11,SouthCentral
6,11/19/2017,1.59,81736.75,1073.19,16938.74,113.55,63611.27,58343.44,5267.83,0,organic,2017,3,Fall,11,Southeast
6,11/19/2017,1.96,152431.73,19683.27,31559.25,69.86,101119.35,60158.89,40770.88,189.58,organic,2017,3,Fall,11,West
5,11/26/2017,1.38,2254700,483896,837408,128863,804532,475224,328481,827,conventional,2017,3,Fall,11,GreatLakes
5,11/26/2017,1.33,2200251,488106,903101,15350,793694,663097,128990,1607,conventional,2017,3,Fall,11,Midsouth
5,11/26/2017,1.37,3269460,208161,1937090,6919,1117290,820402,296888,0,conventional,2017,3,Fall,11,Northeast
5,11/26/2017,1.41,270865,7679,210476,1350,51360,15877,35483,0,conventional,2017,3,Fall,11,NorthernNewEngland
5,11/26/2017,1.28,1280491,628374,311442,4253,336422,225355,110958,108,conventional,2017,3,Fall,11,Plains
5,11/26/2017,0.96,4362824,2377638,713646,14770,1256771,870931,385677,162,conventional,2017,3,Fall,11,SouthCentral
5,11/26/2017,1.32,2743409,1577493,251975,8058,905883,606486,282761,16635,conventional,2017,3,Fall,11,Southeast
5,11/26/2017,1.18,4182730,1677367,1002610,79478,1423276,817296,595877,10103,conventional,2017,3,Fall,11,West
5,11/26/2017,1.52,141104.31,2599.3,37369.95,0,100572.12,89060.03,11512.09,0,organic,2017,3,Fall,11,GreatLakes
5,11/26/2017,1.75,117915.02,2273.75,31229.01,553.57,83858.69,80658.79,3199.9,0,organic,2017,3,Fall,11,Midsouth
5,11/26/2017,1.77,190028.7,9276.35,23321.1,181.54,157249.71,155444.42,1805.29,0,organic,2017,3,Fall,11,Northeast
5,11/26/2017,1.75,22376.94,1.74,219.85,0,22155.35,22155.35,0,0,organic,2017,3,Fall,11,NorthernNewEngland
5,11/26/2017,1.78,47738.89,1912.15,12604.73,7.28,33214.73,21333.07,11881.66,0,organic,2017,3,Fall,11,Plains
5,11/26/2017,1.57,91204.54,17430.38,3137.84,0,70636.32,69765.16,871.16,0,organic,2017,3,Fall,11,SouthCentral
5,11/26/2017,1.56,77114.49,1025.51,14256.23,57.5,61775.25,57164.51,4610.74,0,organic,2017,3,Fall,11,Southeast
5,11/26/2017,1.76,177222.64,19932.06,35313.11,178.4,121799.07,56364.39,65168.89,265.79,organic,2017,3,Fall,11,West
4,12/3/2017,1.15,3837027,603156,1732528,317891,1183450,577048,579235,27167,conventional,2017,4,Winter,12,GreatLakes
4,12/3/2017,1.18,3003104,755828,1275665,18490,953110,762953,188039,2118,conventional,2017,4,Winter,12,Midsouth
4,12/3/2017,1.32,4030251,219287,2671616,6523,1132825,995470,137354,2,conventional,2017,4,Winter,12,Northeast
4,12/3/2017,1.1,636106,15373,576981,1540,42212,20648,21564,0,conventional,2017,4,Winter,12,NorthernNewEngland
4,12/3/2017,1.19,1630974,738854,411741,5403,474976,345924,128385,668,conventional,2017,4,Winter,12,Plains
4,12/3/2017,0.84,6037641,2801657,1222335,27629,1986021,1596144,389649,228,conventional,2017,4,Winter,12,SouthCentral
4,12/3/2017,1.21,3452207,2032331,328178,21381,1070317,737179,318086,15051,conventional,2017,4,Winter,12,Southeast
4,12/3/2017,0.98,6288493,2261955,1603331,86252,2336955,1350302,977019,9633,conventional,2017,4,Winter,12,West
4,12/3/2017,1.52,139934.06,2808.31,45409.34,0,91390.14,82843.58,8546.56,0,organic,2017,4,Winter,12,GreatLakes
4,12/3/2017,1.66,131588.67,2948,38442.38,759.91,89438.38,85848.62,3589.76,0,organic,2017,4,Winter,12,Midsouth
4,12/3/2017,1.67,247242.48,23973.38,52395.33,86.28,170787.49,160329.49,10458,0,organic,2017,4,Winter,12,Northeast
4,12/3/2017,1.71,18891.8,0,390,0,18501.8,18273.13,228.67,0,organic,2017,4,Winter,12,NorthernNewEngland
4,12/3/2017,1.76,47265.24,2087.77,14952.84,24.23,30200.4,18480.79,11719.61,0,organic,2017,4,Winter,12,Plains
4,12/3/2017,1.59,106526.9,22085.74,3150.27,0,81290.89,67077.55,14213.34,0,organic,2017,4,Winter,12,SouthCentral
4,12/3/2017,1.54,73280.14,1201.3,15651.12,143.43,56284.29,53422.1,2862.19,0,organic,2017,4,Winter,12,Southeast
4,12/3/2017,1.5,247514.3,20229.67,51602.11,94.33,175588.19,70432.66,104996.81,158.72,organic,2017,4,Winter,12,West
3,12/10/2017,1.18,3258080.63,609987.32,926924.56,158478.97,1562689.78,776310.65,772667.93,13711.2,conventional,2017,4,Winter,12,GreatLakes
3,12/10/2017,1.07,3370521.81,728666.15,1219626.41,17891.07,1404338.18,1229379.23,172927.24,2031.71,conventional,2017,4,Winter,12,Midsouth
3,12/10/2017,1.17,5543004.84,235645.01,4168090.07,8054.61,1131215.15,960202.45,170986.87,25.83,conventional,2017,4,Winter,12,Northeast
3,12/10/2017,1.29,364577.18,9450.19,265318.32,1317.74,88490.93,33221.26,55269.67,0,conventional,2017,4,Winter,12,NorthernNewEngland
3,12/10/2017,1.15,1606464.12,658960.79,395234.44,4370.57,547898.32,413856.9,133584.89,456.53,conventional,2017,4,Winter,12,Plains
3,12/10/2017,0.8,6113749.37,2897662.05,1093963.73,25059.21,2097064.38,1732882.47,363630.88,551.03,conventional,2017,4,Winter,12,SouthCentral
3,12/10/2017,1.02,4091257.98,2353835.77,373395.29,17836.02,1346190.9,817967.19,511116.18,17107.53,conventional,2017,4,Winter,12,Southeast
3,12/10/2017,0.96,5936122.03,2225055.28,1469462.62,76489.85,2165114.28,1183057.63,970382.43,11674.22,conventional,2017,4,Winter,12,West
3,12/10/2017,1.49,148882.83,3001.05,51148.46,0,94204.9,82525.77,11679.13,0,organic,2017,4,Winter,12,GreatLakes
3,12/10/2017,1.61,140885.3,3274.32,33387.67,675.89,103547.42,97646.59,5900.83,0,organic,2017,4,Winter,12,Midsouth
3,12/10/2017,1.6,251595.19,16117.35,32493.29,108.86,202875.69,182493.69,20382,0,organic,2017,4,Winter,12,Northeast
3,12/10/2017,1.67,23958.64,0,285.78,0,23672.86,23672.86,0,0,organic,2017,4,Winter,12,NorthernNewEngland
3,12/10/2017,1.7,54723.29,1965.71,15750,9.73,36976.92,25074.28,11902.64,0,organic,2017,4,Winter,12,Plains
3,12/10/2017,1.5,102658.15,18348.97,3120.89,0,81188.29,70929.35,10258.94,0,organic,2017,4,Winter,12,SouthCentral
3,12/10/2017,1.48,79396.08,907.78,12906.41,91.79,65490.1,58892.94,6597.16,0,organic,2017,4,Winter,12,Southeast
3,12/10/2017,1.36,313686.31,19393.44,62916.63,117.57,231258.67,81413.7,149600.21,244.76,organic,2017,4,Winter,12,West
2,12/17/2017,1.22,3023285.74,605188.35,1037403.48,314592.44,1066101.47,773430.02,248878.18,43793.27,conventional,2017,4,Winter,12,GreatLakes
2,12/17/2017,1.23,2483817.57,586473.42,918892.91,16966.89,961484.35,853140.03,106279.96,2064.36,conventional,2017,4,Winter,12,Midsouth
2,12/17/2017,1.35,3504253.8,224383.39,2159906.12,10505.68,1109458.61,948844.2,160592.02,22.39,conventional,2017,4,Winter,12,Northeast
2,12/17/2017,1.26,394608.36,8588.72,304318.64,2955.36,78745.64,18037.88,60707.76,0,conventional,2017,4,Winter,12,NorthernNewEngland
2,12/17/2017,1.05,1829991.74,931127.59,418034.24,4249.88,476580.03,364590.57,111973.42,16.04,conventional,2017,4,Winter,12,Plains
2,12/17/2017,0.9,4951756.35,2460827.88,956506.58,17333.23,1517088.66,1167760.58,349011.06,317.02,conventional,2017,4,Winter,12,SouthCentral
2,12/17/2017,1.01,3751927.63,2208030.81,341376.69,15056.86,1187463.27,728007.45,442491.14,16964.68,conventional,2017,4,Winter,12,Southeast
2,12/17/2017,1.05,5007523.13,1786351.75,1225289.22,80134.21,1915747.95,1083960.19,820156.22,11631.54,conventional,2017,4,Winter,12,West
2,12/17/2017,1.42,161673.33,4205.91,42009.63,1.63,114913.95,96928.45,17985.5,0,organic,2017,4,Winter,12,GreatLakes
2,12/17/2017,1.66,129898.85,2761.68,34831.02,640.04,91666.11,80649.5,11016.61,0,organic,2017,4,Winter,12,Midsouth
2,12/17/2017,1.66,222261.39,13706.54,34143.68,94.76,174316.41,155391.08,18925.33,0,organic,2017,4,Winter,12,Northeast
2,12/17/2017,1.72,18551.6,3.54,288.78,0,18259.28,18259.28,0,0,organic,2017,4,Winter,12,NorthernNewEngland
2,12/17/2017,1.67,57922.35,1958.11,17379.12,58.63,38520.68,27431.38,11089.3,0,organic,2017,4,Winter,12,Plains
2,12/17/2017,1.45,116534.02,19933.3,3375.24,0,93225.48,89571.37,3654.11,0,organic,2017,4,Winter,12,SouthCentral
2,12/17/2017,1.5,81483.62,1152.01,14184.34,95.22,66052.05,59307.33,6744.72,0,organic,2017,4,Winter,12,Southeast
2,12/17/2017,1.49,252754.61,27144.23,47290.74,92.17,178227.47,117225.16,60883.34,118.97,organic,2017,4,Winter,12,West
1,12/24/2017,1.3,2860693.26,507534.15,1076521.4,274898.24,1001739.47,812838.52,172058.17,16842.78,conventional,2017,4,Winter,12,GreatLakes
1,12/24/2017,1.26,2494315.29,589482.87,939519.27,19763.67,945549.48,824335.49,118291.12,2922.87,conventional,2017,4,Winter,12,Midsouth
1,12/24/2017,1.37,3489057.04,186562.39,2247768.56,6300.51,1048425.58,887121.16,161276.62,27.8,conventional,2017,4,Winter,12,Northeast
1,12/24/2017,1.36,347811.65,8585.08,251130.76,1335.19,86760.62,24294.77,62465.85,0,conventional,2017,4,Winter,12,NorthernNewEngland
1,12/24/2017,1.26,1576731.65,694864.33,411212.79,4508.17,466146.36,357357.71,108754.39,34.26,conventional,2017,4,Winter,12,Plains
1,12/24/2017,1,5140296.84,2608912.51,875474.02,19843.89,1636066.42,1229407.46,406416.57,242.39,conventional,2017,4,Winter,12,SouthCentral
1,12/24/2017,1.31,3077843.09,1732070.28,277003.33,14230.23,1054539.25,708818.41,322895.28,22825.56,conventional,2017,4,Winter,12,Southeast
1,12/24/2017,1.1,5116876.57,1773530.98,1202037.28,89973.68,2051334.63,1124779.76,915774.05,10780.82,conventional,2017,4,Winter,12,West
1,12/24/2017,1.5,170025.26,3530.25,45287.61,0,121004.11,98594.58,22409.53,0,organic,2017,4,Winter,12,GreatLakes
1,12/24/2017,1.67,131240.16,2543.96,33564.26,712.1,94419.84,86520.12,7899.72,0,organic,2017,4,Winter,12,Midsouth
1,12/24/2017,1.67,237711.39,14885.87,33389.98,221.35,189214.19,186448.83,2765.36,0,organic,2017,4,Winter,12,Northeast
1,12/24/2017,1.76,25227.4,0,463.23,0,24764.17,24764.17,0,0,organic,2017,4,Winter,12,NorthernNewEngland
1,12/24/2017,1.73,53663.33,2437.98,17137.62,29.27,34058.46,22547.68,11499.94,10.84,organic,2017,4,Winter,12,Plains
1,12/24/2017,1.47,126306.81,22484.56,3829,0,99993.25,97351.92,2641.33,0,organic,2017,4,Winter,12,SouthCentral
1,12/24/2017,1.57,90080.71,1409.87,16980.39,96.76,71593.69,63498.43,8095.26,0,organic,2017,4,Winter,12,Southeast
1,12/24/2017,1.66,232395.98,30630.73,38800.38,84.09,162880.78,90385.44,72367.24,128.1,organic,2017,4,Winter,12,West
0,12/31/2017,0.92,4398887.92,1092011.22,1740608.6,364049.45,1202218.65,927628.08,231172.74,43417.83,conventional,2017,4,Winter,12,GreatLakes
0,12/31/2017,0.96,3777193.46,937259.75,1398684.02,29457.57,1411792.12,1246593.68,163761.83,1436.61,conventional,2017,4,Winter,12,Midsouth
0,12/31/2017,1.31,3652549.7,235982.42,2537022.88,7412.85,872131.55,658153.52,213974.56,3.47,conventional,2017,4,Winter,12,Northeast
0,12/31/2017,1.13,513318.77,12055.64,455794.95,1957.91,43510.27,16181.54,27328.73,0,conventional,2017,4,Winter,12,NorthernNewEngland
0,12/31/2017,1.02,2173591.74,1159470.84,493193.16,5719.66,515208.08,417190.3,97986.16,31.62,conventional,2017,4,Winter,12,Plains
0,12/31/2017,0.85,6150665.32,2819105.97,1288524.97,22204.28,2020830.1,1456270.21,563984.42,575.47,conventional,2017,4,Winter,12,SouthCentral
